"type","geneID","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ifi44",6.85539629005197e-51,-0.213217960734082,0.007,0.405,2.12880620994984e-46
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Rtp4",4.82199267224057e-50,-0.303110984450404,0.012,0.459,1.49737338451087e-45
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Irgm2",6.25148113306886e-50,-0.349759562710491,0.017,0.514,1.94127243625187e-45
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Cd74",9.92070438514953e-50,-2.42666460929367,0.157,1,3.08067633272048e-45
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Gbp8",1.67478508457252e-49,-0.260629915169231,0.012,0.459,5.20071012312305e-45
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Inf2",2.06860048964028e-49,-0.786234300378213,0.092,0.919,6.42362510047997e-45
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Usp18",2.89978161549153e-49,-0.453186974888,0.032,0.622,9.00469185058584e-45
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"H2.Ab1",1.53966688961672e-48,-1.65672720724365,0.163,1,4.7811275923268e-44
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Gbp3",2.62419815380558e-48,-0.211321825122204,0.008,0.405,8.14892252701246e-44
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ifit2",3.02542139568813e-47,-0.226520529302776,0.013,0.459,9.39484106003034e-43
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Irf7",4.63579837786344e-47,-0.455165050662031,0.053,0.73,1.43955447027794e-42
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ifi47",5.67577104250818e-47,-0.597798059174068,0.085,0.865,1.76249718183006e-42
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"X1700016F12Rik",6.3060629334582e-47,-0.279870885390764,0.007,0.378,1.95822172272678e-42
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Irgm1",2.11207031623415e-46,-0.915115583068313,0.138,0.973,6.55861195300191e-42
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Parp14",7.57750102675982e-46,-0.471920084414589,0.045,0.676,2.35304139383973e-41
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Sgcb",2.44602451058435e-45,-0.192799900024418,0.017,0.486,7.59563991271759e-41
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Sp100",7.59112063744439e-44,-0.144731480638152,0.004,0.324,2.35727069154561e-39
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Irf1",1.68367556071369e-43,-0.732724948071185,0.104,0.892,5.22831771868421e-39
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"H2.Q7",1.88574114021863e-43,-0.896255564744005,0.149,0.973,5.85579196272091e-39
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Oasl1",2.28856134337561e-43,-0.483377876801842,0.039,0.622,7.1066695395843e-39
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Mndal",6.17018033412358e-43,-0.193822270928615,0.003,0.297,1.91602609915539e-38
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Il12rb1",3.74577936839969e-42,-0.112878701834973,0.001,0.27,1.16317686726916e-37
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Xdh",3.34133126868761e-41,-0.326966551031474,0.029,0.541,1.03758359886556e-36
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Parp12",3.42155795349901e-41,-0.275804692765501,0.032,0.568,1.06249639130005e-36
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"F830016B08Rik",1.29543538475541e-39,-0.201369098859,0.004,0.297,4.02271550028097e-35
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Trim30d",4.54552726645495e-39,-0.335916275122259,0.028,0.514,1.41152258205226e-34
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Phf11b",4.33568828113323e-38,-0.222724267884169,0.009,0.351,1.3463612819403e-33
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Phf11d",5.41762139595726e-38,-0.21356972939953,0.015,0.405,1.68233397208661e-33
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"H2.DMa",2.26372385259757e-37,-0.627252416623751,0.118,0.865,7.02954167947123e-33
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"C2",1.20642896299333e-36,-0.237939770438479,0.023,0.459,3.74632385878319e-32
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Cxcl10",5.34937855210166e-36,-1.39596715798076,0.121,0.811,1.66114252178413e-31
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Socs1",2.44973818310944e-35,-0.314673582936929,0.041,0.568,7.60717198000973e-31
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Upp1",8.07857352583546e-35,-0.770826754392028,0.09,0.757,2.50863943697768e-30
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Sp140",2.9967990353403e-34,-0.161168061806332,0.015,0.378,9.30596004444223e-30
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Sp110",4.2032489230989e-34,-0.128719949884156,0.007,0.297,1.3052348880899e-29
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ifi27l2a",5.90283463511865e-34,-0.563094602123942,0.032,0.486,1.83300723924339e-29
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Psmb8",1.20904851960239e-33,-1.81332819782403,0.267,0.973,3.75445836792131e-29
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ifi203",4.58622951137874e-33,-0.115451824355279,0,0.189,1.42416185016844e-28
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Gm12216",8.08161911219461e-32,-0.256411390452378,0.017,0.378,2.50958518290979e-27
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"H2.T23",8.95159195465431e-32,-0.928329868954618,0.25,1,2.7797378496788e-27
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ecscr",3.04998709674986e-31,-0.243145613126933,0.037,0.514,9.47112493153734e-27
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Psmb9",1.18468343374628e-30,-1.5223240421162,0.288,0.946,3.67879746681231e-26
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"C4b",9.18473464192545e-30,-0.114972240601539,0.003,0.216,2.85213564835711e-25
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ubd",1.13916713570358e-29,-0.451944988663073,0.024,0.405,3.53745570650034e-25
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Areg",8.61797514758438e-29,-1.94214521679074,0.333,1,2.67613982257938e-24
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Tapbpl",3.79317976516003e-28,-0.388215392382259,0.092,0.703,1.17789611247514e-23
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ccrl2",4.61409305468673e-28,-0.110951798976576,0.011,0.297,1.43281431627187e-23
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Stat1",8.42946166195376e-28,-0.410814233286841,0.096,0.703,2.6176007298865e-23
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ly6a",6.10822040693512e-27,-2.80771259140375,0.538,1,1.89678568296556e-22
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Gm12185",8.3690925361642e-27,-0.115071245104547,0.004,0.216,2.59885430525507e-22
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Bst2",1.01663047646627e-26,-1.13432050976425,0.429,1,3.1569426185707e-22
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"F3",1.35360932811226e-26,-0.322887365953427,0.066,0.595,4.203363046587e-22
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ly6c1",5.1065169320009e-26,-1.5972273456834,0.198,0.811,1.58572670289424e-21
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Mx1",3.48294240133961e-25,-0.138717510926355,0.013,0.297,1.08155810388799e-20
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"H2.T22",4.72034592444506e-25,-0.673003258497607,0.198,0.838,1.46580901991792e-20
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Mlkl",6.23004602966457e-25,-0.161997467676583,0.029,0.405,1.93461619359174e-20
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Duoxa2",6.69992187557823e-25,-0.268279746025122,0.041,0.459,2.08052674002331e-20
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ddx60",6.86038611593653e-25,-0.181373369955541,0.017,0.324,2.13035570058177e-20
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Adssl1",7.08559427167715e-25,-0.466791376776805,0.076,0.595,2.20028958918391e-20
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Plscr2",1.37834502259904e-24,-0.139181900935766,0.005,0.216,4.2801747986768e-20
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"H2.D1",5.75652770851481e-24,-1.22671501287154,0.914,1,1.7875745493251e-19
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Tap2",8.26089364304849e-24,-0.352430976194436,0.089,0.622,2.56525530297585e-19
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ccna2",6.32543533336596e-23,-0.249477398767741,0.062,0.541,1.96423743407013e-18
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"H2.K1",7.61574609796842e-22,-0.907488567650456,0.956,1,2.36491763580213e-17
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Gdap10",1.01752704129859e-21,-0.139744653154044,0.017,0.297,3.15972672134453e-17
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Parp9",1.0432803968183e-21,-0.329923985664815,0.117,0.703,3.23969861623987e-17
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"B2m",1.08471550983108e-21,-1.11413266766842,0.991,1,3.36836707267846e-17
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Tapbp",2.58423392567368e-21,-0.568570313785062,0.236,0.919,8.02482160939447e-17
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Stat2",2.75448782914146e-21,-0.205716161819979,0.042,0.432,8.55351105583299e-17
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ifit1",3.28707150449541e-21,-0.127395713223012,0.011,0.243,1.02073431429096e-16
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Lypd8",5.17878017614489e-21,-1.48741934611148,0.973,1,1.60816660809827e-16
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Lgals9",6.1717328556234e-21,-1.14251255482707,0.83,1,1.91650820365673e-16
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Nod1",2.27592261763949e-20,-0.170770110730106,0.028,0.351,7.0674225045559e-16
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ltf",6.41033166932512e-20,-0.116829237293801,0.001,0.135,1.99060029327553e-15
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Rnf213",2.31414066319015e-19,-0.315605947921034,0.102,0.622,7.18610100140436e-15
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Nos2",2.85992585925638e-19,-0.194827117186821,0.009,0.216,8.88092777074883e-15
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Trim12a",3.3859744202599e-19,-0.185475234793717,0.036,0.378,1.05144663672331e-14
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Wars",4.97364028891584e-19,-0.706656149552019,0.335,0.946,1.54446451891704e-14
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Rsad2",6.63055543997556e-19,-0.173038864332218,0.013,0.243,2.05898638077561e-14
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Pycard",1.32874081466532e-18,-0.759558946887282,0.993,1,4.12613885178022e-14
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Irf8",1.79531161069502e-18,-1.06938356411357,0.583,1,5.57498114469124e-14
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Acot11",2.90694858264698e-18,-0.195704644220521,0.033,0.351,9.02694743369366e-14
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Dtx3l",2.99172739556215e-18,-0.25299445511613,0.102,0.622,9.29021108143915e-14
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Fam3b",7.41098810029895e-18,-0.104271131560647,0.011,0.216,2.30133413478583e-13
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Psme2",9.28438750585757e-18,-0.756240506069688,0.68,1,2.88308085219395e-13
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Herc6",1.01622083150829e-17,-0.124904560272176,0.015,0.243,3.15567054808269e-13
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Oas1a",1.74246866742206e-17,-0.136354310423915,0.024,0.297,5.41088795294571e-13
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Got1",2.36149701165313e-17,-0.466035040551476,0.243,0.865,7.33315667028647e-13
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Sulf2",4.1953784255877e-17,-0.27182935102744,0.126,0.676,1.30279086249775e-12
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Esco2",5.16218957844943e-17,-0.167285315379071,0.048,0.405,1.6030147297959e-12
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Reg3b",7.21514756992471e-17,-0.302338384668121,0.012,0.216,2.24051977488872e-12
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Mybl2",1.05646779316324e-16,-0.116554029268639,0.041,0.378,3.28064943810981e-12
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Phf10",2.5798641727202e-16,-0.620892180521707,0.424,0.973,8.01125221554805e-12
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Top2a",2.98999243062479e-16,-0.610896113146877,0.26,0.838,9.28482349481915e-12
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Hspa5",3.82483904193005e-16,-0.765030876964329,0.866,1,1.18772726769054e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ehd4",5.18367636519572e-16,-0.368835082292387,0.159,0.703,1.60968702168423e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"C330027C09Rik",6.34758755140044e-16,-0.147735574092067,0.05,0.405,1.97111636233638e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Hepacam2",8.3062241010685e-16,-0.11098023908455,0.009,0.189,2.5793317701048e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Parp11",1.17870239384209e-15,-0.199626556421785,0.06,0.432,3.66022454359785e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Trib3",1.34964622977255e-15,-0.340086518741529,0.178,0.757,4.19105643731269e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Anxa3",1.53880644701221e-15,-0.30994376958721,0.096,0.541,4.77845565990702e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Rps4x",1.62275708286015e-15,0.264609012289041,1,1,5.03914756940562e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Cxcl16",1.74987163838478e-15,-0.231417830682552,0.062,0.432,5.43387639867625e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Stom",1.97423703669931e-15,-0.112896295651907,0.023,0.27,6.13059827006235e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ift172",2.37868725503335e-15,-0.189818050619639,0.068,0.459,7.38653753305505e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Plac8",2.97478680422065e-15,-0.731091006382055,0.996,1,9.23760546314639e-11
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ero1l",3.99391099994634e-15,-1.03035256999259,0.603,0.973,1.24022918281334e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Nmi",4.35350563557786e-15,-0.408722493969359,0.212,0.784,1.35189410501599e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Acot9",5.20671450243739e-15,-0.157662249474839,0.048,0.378,1.61684105444188e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Eef1a1",6.31424243202768e-15,0.293315425245701,1,1,1.96076170241755e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Slc7a11",6.31749704012063e-15,-0.171457236340974,0.061,0.432,1.96177235586866e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Clec2h",8.10386484491038e-15,-0.125275512055204,0.015,0.216,2.51649315029002e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Tmem173",1.40903383846702e-14,-0.187930902145161,0.064,0.432,4.37547277859165e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Rpl3",1.57047122439806e-14,0.278260575722977,1,1,4.87678429312331e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Tnfrsf1a",1.73575397439936e-14,-0.442604941120142,0.349,0.919,5.39003681670233e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ifi35",2.02615911468329e-14,-0.474002528866919,0.378,0.919,6.29183189882601e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Il13ra1",2.85437784205296e-14,-0.18083140414373,0.089,0.514,8.86369951292707e-10
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Pim1",3.7331968710851e-14,-0.402667628173389,0.218,0.784,1.15926962437806e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Melk",4.02683975118422e-14,-0.15386911881572,0.044,0.351,1.25045454793524e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Lap3",4.92907745484721e-14,-0.565993659708807,0.758,1,1.5306264220537e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Psme1",5.06301538061582e-14,-0.608927069092298,0.795,1,1.57221816614263e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Pbk",5.644512387117e-14,-0.211593080661407,0.117,0.595,1.75279043157144e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Brip1",5.77310450988875e-14,-0.133154664841971,0.032,0.297,1.79272214345575e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Tubb4b",7.15049910766752e-14,-0.646235027527528,0.866,1,2.22044448790399e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Ncapg",7.39264963876523e-14,-0.127542806833919,0.05,0.378,2.29563949232577e-09
Stem.Cd74n_Control_vs_Stem_Cd74p_IFNg_wilcox_lfc0.1.csv,"Psmb10",8.76671202155561e-14,-0.693361819720138,0.599,0.973,2.72232708405366e-09
